Source,Target,Type,Id,Label,Weight
Molothrus ater,Poales,Directed,1906,,1
Molothrus ater,Solanales,Directed,1907,,1
Molothrus ater,Vitales,Directed,1908,,1
Myadestes townsendi,Celastrales,Directed,1909,,1
Myadestes townsendi,Dipsacales,Directed,1910,,1
Myadestes townsendi,Ericales,Directed,1911,,1
Myadestes townsendi,Rosales,Directed,1912,,1
Myadestes townsendi,Sapindales,Directed,1913,,1
Myadestes townsendi,Pinales,Directed,1914,,1
Myiarchus cinerascens,Dipsacales,Directed,1915,,1
Myiarchus cinerascens,Solanales,Directed,1916,,1
Myiarchus cinerascens,Caryophyllales,Directed,1917,,1
Nucifraga columbiana,Pinales,Directed,1918,,1
Oreortyx pictus,Asterales,Directed,1919,,1
Oreortyx pictus,Caryophyllales,Directed,1920,,1
Oreortyx pictus,Dipsacales,Directed,1921,,1
Oreortyx pictus,Fabales,Directed,1922,,1
Oreortyx pictus,Fagales,Directed,1923,,1
Oreortyx pictus,Geraniales,Directed,1924,,1
Oreortyx pictus,Poales,Directed,1925,,1
Oreortyx pictus,Rosales,Directed,1926,,1
Oreortyx pictus,Sapindales,Directed,1927,,1
Oreortyx pictus,Solanales,Directed,1928,,1
Oreoscoptes montanus,Dipsacales,Directed,1929,,1
Oreoscoptes montanus,Rosales,Directed,1930,,1
Oreoscoptes montanus,Sapindales,Directed,1931,,1
Passer domesticus,Asterales,Directed,1932,,1
Passer domesticus,Caryophyllales,Directed,1933,,1
Passer domesticus,Malpighiales,Directed,1934,,1
Passer domesticus,Oxalidales,Directed,1935,,1
Passer domesticus,Poales,Directed,1936,,1
Passer domesticus,Rosales,Directed,1937,,1
Passerella iliaca,Boraginales,Directed,1938,,1
Passerella iliaca,Poales,Directed,1939,,1
Passerina amoena,Dipsacales,Directed,1940,,1
Passerina amoena,Rosales,Directed,1941,,1
Passerina caerulea,Poales,Directed,1942,,1
Passerina cyanea,Dipsacales,Directed,1943,,1
Passerina cyanea,Rosales,Directed,1944,,1
Patagioenas fasciata,Asparagales,Directed,1945,,1
Patagioenas fasciata,Cornales,Directed,1946,,1
Patagioenas fasciata,Dipsacales,Directed,1947,,1
Patagioenas fasciata,Ericales,Directed,1948,,1
Patagioenas fasciata,Fabales,Directed,1949,,1
Patagioenas fasciata,Fagales,Directed,1950,,1
Patagioenas fasciata,Poales,Directed,1951,,1
Patagioenas fasciata,Rosales,Directed,1952,,1
Patagioenas fasciata,Sapindales,Directed,1953,,1
Patagioenas fasciata,Vitales,Directed,1954,,1
Patagioenas fasciata,Pinales,Directed,1955,,1
Phainopepla nitens,Cupressales,Directed,1956,,1
Phainopepla nitens,Dipsacales,Directed,1957,,1
Phainopepla nitens,Rosales,Directed,1958,,1
Phainopepla nitens,Santalales,Directed,1959,,1
Phainopepla nitens,Sapindales,Directed,1960,,1
Phainopepla nitens,Solanales,Directed,1961,,1
Pheucticus melanocephalus,Asterales,Directed,1962,,1
Pheucticus melanocephalus,Caryophyllales,Directed,1963,,1
Pheucticus melanocephalus,Dipsacales,Directed,1964,,1
Pheucticus melanocephalus,Fabales,Directed,1965,,1
Pheucticus melanocephalus,Geraniales,Directed,1966,,1
Pheucticus melanocephalus,Malvales,Directed,1967,,1
Pheucticus melanocephalus,Poales,Directed,1968,,1
Pheucticus melanocephalus,Rosales,Directed,1969,,1
Pheucticus melanocephalus,Sapindales,Directed,1970,,1
Pheucticus melanocephalus,Solanales,Directed,1971,,1
Pipilo chlorurus,Fabales,Directed,1972,,1
Pipilo maculatus,Asterales,Directed,1973,,1
Pipilo maculatus,Caryophyllales,Directed,1974,,1
Pipilo maculatus,Dipsacales,Directed,1975,,1
Pipilo maculatus,Fabales,Directed,1976,,1
Pipilo maculatus,Geraniales,Directed,1977,,1
Pipilo maculatus,Lamiales,Directed,1978,,1
Pipilo maculatus,Malpighiales,Directed,1979,,1
Pipilo maculatus,Poales,Directed,1980,,1
Pipilo maculatus,Rosales,Directed,1981,,1
Pipilo maculatus,Sapindales,Directed,1982,,1
Pipilo maculatus,Solanales,Directed,1983,,1
Pipilo maculatus,Vitales,Directed,1984,,1
Piranga ludoviciana,Dipsacales,Directed,1985,,1
Piranga ludoviciana,Rosales,Directed,1986,,1
Poecile gambeli,Pinales,Directed,1987,,1
Pooecetes gramineus,Brassicales,Directed,1988,,1
Pooecetes gramineus,Caryophyllales,Directed,1989,,1
Pooecetes gramineus,Ericales,Directed,1990,,1
Pooecetes gramineus,Lamiales,Directed,1991,,1
Pooecetes gramineus,Malpighiales,Directed,1992,,1
Pooecetes gramineus,Oxalidales,Directed,1993,,1
Pooecetes gramineus,Poales,Directed,1994,,1
Quiscalus mexicanus,Poales,Directed,1995,,1
Quiscalus mexicanus,Rosales,Directed,1996,,1
Regulus calendula,Fagales,Directed,1997,,1
Regulus calendula,Sapindales,Directed,1998,,1
Regulus calendula,Dipsacales,Directed,1999,,1
Regulus calendula,Cupressales,Directed,2000,,1
Regulus calendula,Cornales,Directed,2001,,1
Regulus calendula,Rosales,Directed,2002,,1
Regulus calendula,Ericales,Directed,2003,,1
Sayornis nigricans,Cornales,Directed,2004,,1
Sayornis nigricans,Dipsacales,Directed,2005,,1
Sayornis nigricans,Geraniales,Directed,2006,,1
Sayornis nigricans,Rosales,Directed,2007,,1
Sayornis nigricans,Sapindales,Directed,2008,,1
Sayornis saya,Dipsacales,Directed,2009,,1
Selasphorus platycercus,Ericales,Directed,2010,,1
Selasphorus platycercus,Lamiales,Directed,2011,,1
Selasphorus platycercus,Malpighiales,Directed,2012,,1
Selasphorus platycercus,Liliales,Directed,2013,,1
Selasphorus platycercus,Boraginales,Directed,2014,,1
Selasphorus platycercus,Saxifragales,Directed,2015,,1
Selasphorus platycercus,Ranunculales,Directed,2016,,1
Selasphorus platycercus,Dipsacales,Directed,2017,,1
Selasphorus platycercus,Gentianales,Directed,2018,,1
Selasphorus platycercus,Fabales,Directed,2019,,1
Selasphorus platycercus,Caryophyllales,Directed,2020,,1
Sialia currucoides,Dipsacales,Directed,2021,,1
Sialia currucoides,Sapindales,Directed,2022,,1
Sialia currucoides,Saxifragales,Directed,2023,,1
Sialia currucoides,Vitales,Directed,2024,,1
Sialia mexicana,Caryophyllales,Directed,2025,,1
Sialia mexicana,Dipsacales,Directed,2026,,1
Sialia mexicana,Rosales,Directed,2027,,1
Sialia mexicana,Santalales,Directed,2028,,1
Sialia mexicana,Sapindales,Directed,2029,,1
Sialia mexicana,Solanales,Directed,2030,,1
Sialia mexicana,Vitales,Directed,2031,,1
Sitta carolinensis,Asterales,Directed,2032,,1
Sitta carolinensis,Poales,Directed,2033,,1
Sitta carolinensis,Rosales,Directed,2034,,1
Sitta carolinensis,Vitales,Directed,2035,,1
Sitta pygmaea,Pinales,Directed,2036,,1
Sphyrapicus nuchalis,Fagales,Directed,2037,,1
Sphyrapicus nuchalis,Rosales,Directed,2038,,1
Sphyrapicus nuchalis,Sapindales,Directed,2039,,1
Spinus lawrencei,Asterales,Directed,2040,,1
Spinus lawrencei,Brassicales,Directed,2041,,1
Spinus lawrencei,Caryophyllales,Directed,2042,,1
Spinus lawrencei,Geraniales,Directed,2043,,1
Spinus lawrencei,Malpighiales,Directed,2044,,1
Spinus lawrencei,Poales,Directed,2045,,1
Spinus lawrencei,Solanales,Directed,2046,,1
Spinus pinus,Fagales,Directed,2047,,1
Spinus pinus,Asterales,Directed,2048,,1
Spinus pinus,Caryophyllales,Directed,2049,,1
Spinus pinus,Cupressales,Directed,2050,,1
Spinus pinus,Pinales,Directed,2051,,1
Spinus pinus,Dipsacales,Directed,2052,,1
Spinus pinus,Rosales,Directed,2053,,1
Spinus pinus,Malpighiales,Directed,2054,,1
Spinus pinus,Sapindales,Directed,2055,,1
Spinus psaltria,Asterales,Directed,2056,,1
Spinus psaltria,Brassicales,Directed,2057,,1
Spinus psaltria,Caryophyllales,Directed,2058,,1
Spinus psaltria,Geraniales,Directed,2059,,1
Spinus psaltria,Malpighiales,Directed,2060,,1
Spinus psaltria,Poales,Directed,2061,,1
Spinus psaltria,Solanales,Directed,2062,,1
Spizella atrogularis,Asterales,Directed,2063,,1
Spizella atrogularis,Caryophyllales,Directed,2064,,1
Spizella atrogularis,Malpighiales,Directed,2065,,1
Spizella atrogularis,Oxalidales,Directed,2066,,1
Spizella atrogularis,Poales,Directed,2067,,1
Spizella breweri,Caryophyllales,Directed,2068,,1
Spizella breweri,Lamiales,Directed,2069,,1
Spizella breweri,Malpighiales,Directed,2070,,1
Spizella breweri,Poales,Directed,2071,,1
Spizella breweri,Rosales,Directed,2072,,1
Spizella passerina,Asterales,Directed,2073,,1
Spizella passerina,Caryophyllales,Directed,2074,,1
Spizella passerina,Geraniales,Directed,2075,,1
Spizella passerina,Malpighiales,Directed,2076,,1
Spizella passerina,Oxalidales,Directed,2077,,1
Spizella passerina,Poales,Directed,2078,,1
Spizella passerina,Solanales,Directed,2079,,1
Streptopelia decaocto,Asterales,Directed,2080,,1
Streptopelia decaocto,Boraginales,Directed,2081,,1
Streptopelia decaocto,Brassicales,Directed,2082,,1
Streptopelia decaocto,Caryophyllales,Directed,2083,,1
Streptopelia decaocto,Commelinales,Directed,2084,,1
Streptopelia decaocto,Fabales,Directed,2085,,1
Streptopelia decaocto,Gentianales,Directed,2086,,1
Streptopelia decaocto,Geraniales,Directed,2087,,1
Streptopelia decaocto,Lamiales,Directed,2088,,1
Streptopelia decaocto,Malpighiales,Directed,2089,,1
Streptopelia decaocto,Malvales,Directed,2090,,1
Streptopelia decaocto,Myrtales,Directed,2091,,1
Streptopelia decaocto,Oxalidales,Directed,2092,,1
Streptopelia decaocto,Poales,Directed,2093,,1
Streptopelia decaocto,Ranunculales,Directed,2094,,1
Streptopelia decaocto,Rosales,Directed,2095,,1
Streptopelia decaocto,Sapindales,Directed,2096,,1
Streptopelia decaocto,Solanales,Directed,2097,,1
Sturnella neglecta,Brassicales,Directed,2098,,1
Sturnella neglecta,Caryophyllales,Directed,2099,,1
Sturnella neglecta,Fabales,Directed,2100,,1
Sturnella neglecta,Poales,Directed,2101,,1
Sturnus vulgaris,Asterales,Directed,2102,,1
Sturnus vulgaris,Caryophyllales,Directed,2103,,1
Sturnus vulgaris,Cornales,Directed,2104,,1
Sturnus vulgaris,Dipsacales,Directed,2105,,1
Sturnus vulgaris,Ericales,Directed,2106,,1
Sturnus vulgaris,Fabales,Directed,2107,,1
Sturnus vulgaris,Fagales,Directed,2108,,1
Sturnus vulgaris,Lamiales,Directed,2109,,1
Sturnus vulgaris,Malpighiales,Directed,2110,,1
Sturnus vulgaris,Poales,Directed,2111,,1
Sturnus vulgaris,Rosales,Directed,2112,,1
Sturnus vulgaris,Sapindales,Directed,2113,,1
Sturnus vulgaris,Vitales,Directed,2114,,1
Sturnus vulgaris,Pinales,Directed,2115,,1
Toxostoma bendirei,Dipsacales,Directed,2116,,1
Toxostoma bendirei,Rosales,Directed,2117,,1
Toxostoma bendirei,Sapindales,Directed,2118,,1
Toxostoma crissale,Dipsacales,Directed,2119,,1
Toxostoma crissale,Rosales,Directed,2120,,1
Toxostoma crissale,Sapindales,Directed,2121,,1
Toxostoma curvirostre,Ericales,Directed,2122,,1
Toxostoma curvirostre,Rosales,Directed,2123,,1
Toxostoma lecontei,Dipsacales,Directed,2124,,1
Toxostoma lecontei,Rosales,Directed,2125,,1
Toxostoma lecontei,Sapindales,Directed,2126,,1
Toxostoma redivivum,Dipsacales,Directed,2127,,1
Toxostoma redivivum,Rosales,Directed,2128,,1
Toxostoma redivivum,Sapindales,Directed,2129,,1
Turdus migratorius,Arecales,Directed,2130,,1
Turdus migratorius,Asterales,Directed,2131,,1
Turdus migratorius,Caryophyllales,Directed,2132,,1
Turdus migratorius,Celastrales,Directed,2133,,1
Turdus migratorius,Cornales,Directed,2134,,1
Turdus migratorius,Dipsacales,Directed,2135,,1
Turdus migratorius,Ericales,Directed,2136,,1
Turdus migratorius,Fagales,Directed,2137,,1
Turdus migratorius,Gentianales,Directed,2138,,1
Turdus migratorius,Lamiales,Directed,2139,,1
Turdus migratorius,Liliales,Directed,2140,,1
Turdus migratorius,Oxalidales,Directed,2141,,1
Turdus migratorius,Poales,Directed,2142,,1
Turdus migratorius,Ranunculales,Directed,2143,,1
Turdus migratorius,Rosales,Directed,2144,,1
Turdus migratorius,Santalales,Directed,2145,,1
Turdus migratorius,Sapindales,Directed,2146,,1
Turdus migratorius,Saxifragales,Directed,2147,,1
Turdus migratorius,Solanales,Directed,2148,,1
Turdus migratorius,Vitales,Directed,2149,,1
Turdus migratorius,Pinales,Directed,2150,,1
Tyrannus verticalis,Dipsacales,Directed,2151,,1
Tyrannus verticalis,Lamiales,Directed,2152,,1
Tyrannus verticalis,Rosales,Directed,2153,,1
Tyrannus verticalis,Vitales,Directed,2154,,1
Vireo bellii,Caryophyllales,Directed,2155,,1
Vireo bellii,Dipsacales,Directed,2156,,1
Vireo bellii,Poales,Directed,2157,,1
Vireo bellii,Sapindales,Directed,2158,,1
Vireo gilvus,Caryophyllales,Directed,2159,,1
Vireo gilvus,Cornales,Directed,2160,,1
Vireo gilvus,Dipsacales,Directed,2161,,1
Vireo gilvus,Fagales,Directed,2162,,1
Vireo gilvus,Rosales,Directed,2163,,1
Vireo gilvus,Sapindales,Directed,2164,,1
Vireo gilvus,Vitales,Directed,2165,,1
Vireo vicinior,Caryophyllales,Directed,2166,,1
Vireo vicinior,Dipsacales,Directed,2167,,1
Vireo vicinior,Poales,Directed,2168,,1
Vireo vicinior,Sapindales,Directed,2169,,1
Xanthocephalus xanthocephalus,Asterales,Directed,2170,,1
Xanthocephalus xanthocephalus,Poales,Directed,2171,,1
Zenaida asiatica,Asparagales,Directed,2172,,1
Zenaida asiatica,Asterales,Directed,2173,,1
Zenaida asiatica,Brassicales,Directed,2174,,1
Zenaida asiatica,Caryophyllales,Directed,2175,,1
Zenaida asiatica,Commelinales,Directed,2176,,1
Zenaida asiatica,Ericales,Directed,2177,,1
Zenaida asiatica,Fabales,Directed,2178,,1
Zenaida asiatica,Fagales,Directed,2179,,1
Zenaida asiatica,Lamiales,Directed,2180,,1
Zenaida asiatica,Malpighiales,Directed,2181,,1
Zenaida asiatica,Malvales,Directed,2182,,1
Zenaida asiatica,Poales,Directed,2183,,1
Zenaida asiatica,Ranunculales,Directed,2184,,1
Zenaida asiatica,Rosales,Directed,2185,,1
Zenaida asiatica,Sapindales,Directed,2186,,1
Zenaida asiatica,Solanales,Directed,2187,,1
Zenaida asiatica,Vitales,Directed,2188,,1
Zenaida asiatica,Zygophyllales,Directed,2189,,1
Zenaida macroura,Asterales,Directed,2190,,1
Zenaida macroura,Boraginales,Directed,2191,,1
Zenaida macroura,Brassicales,Directed,2192,,1
Zenaida macroura,Caryophyllales,Directed,2193,,1
Zenaida macroura,Commelinales,Directed,2194,,1
Zenaida macroura,Fabales,Directed,2195,,1
Zenaida macroura,Gentianales,Directed,2196,,1
Zenaida macroura,Geraniales,Directed,2197,,1
Zenaida macroura,Lamiales,Directed,2198,,1
Zenaida macroura,Malpighiales,Directed,2199,,1
Zenaida macroura,Malvales,Directed,2200,,1
Zenaida macroura,Myrtales,Directed,2201,,1
Zenaida macroura,Oxalidales,Directed,2202,,1
Zenaida macroura,Poales,Directed,2203,,1
Zenaida macroura,Ranunculales,Directed,2204,,1
Zenaida macroura,Rosales,Directed,2205,,1
Zenaida macroura,Sapindales,Directed,2206,,1
Zenaida macroura,Solanales,Directed,2207,,1
Zonotrichia leucophrys,Asterales,Directed,2208,,1
Zonotrichia leucophrys,Brassicales,Directed,2209,,1
Zonotrichia leucophrys,Caryophyllales,Directed,2210,,1
Zonotrichia leucophrys,Dipsacales,Directed,2211,,1
Zonotrichia leucophrys,Fabales,Directed,2212,,1
Zonotrichia leucophrys,Geraniales,Directed,2213,,1
Zonotrichia leucophrys,Poales,Directed,2214,,1
Zonotrichia leucophrys,Ranunculales,Directed,2215,,1
Zonotrichia leucophrys,Rosales,Directed,2216,,1
Zonotrichia leucophrys,Sapindales,Directed,2217,,1
Zonotrichia leucophrys,Solanales,Directed,2218,,1
Accipiter cooperii,Scorpiones,Directed,2219,,1
Aeronautes saxatalis,Blattodea,Directed,2220,,1
Aeronautes saxatalis,Coleoptera,Directed,2221,,1
Aeronautes saxatalis,Diptera,Directed,2222,,1
Aeronautes saxatalis,Ephemeroptera,Directed,2223,,1
Aeronautes saxatalis,Hemiptera,Directed,2224,,1
Aeronautes saxatalis,Hymenoptera,Directed,2225,,1
Aeronautes saxatalis,Lepidoptera,Directed,2226,,1
Aeronautes saxatalis,Neuroptera,Directed,2227,,1
Aeronautes saxatalis,Trichoptera,Directed,2228,,1
Agelaius phoeniceus,Araneae,Directed,2229,,1
Agelaius phoeniceus,Blattodea,Directed,2230,,1
Agelaius phoeniceus,Coleoptera,Directed,2231,,1
Agelaius phoeniceus,Diptera,Directed,2232,,1
Agelaius phoeniceus,Hemiptera,Directed,2233,,1
Agelaius phoeniceus,Hymenoptera,Directed,2234,,1
Agelaius phoeniceus,Lepidoptera,Directed,2235,,1
Agelaius phoeniceus,Odonata,Directed,2236,,1
Agelaius phoeniceus,Orthoptera,Directed,2237,,1
Aimophila ruficeps,Coleoptera,Directed,2238,,1
Aimophila ruficeps,Hemiptera,Directed,2239,,1
Aimophila ruficeps,Hymenoptera,Directed,2240,,1
Aimophila ruficeps,Lepidoptera,Directed,2241,,1
Aimophila ruficeps,Orthoptera,Directed,2242,,1
Alectoris chukar,Chilopoda,Directed,2243,,1
Alectoris chukar,Araneae,Directed,2244,,1
Alectoris chukar,Coleoptera,Directed,2245,,1
Alectoris chukar,Diptera,Directed,2246,,1
Alectoris chukar,Hemiptera,Directed,2247,,1
Alectoris chukar,Hymenoptera,Directed,2248,,1
Alectoris chukar,Lepidoptera,Directed,2249,,1
Alectoris chukar,Orthoptera,Directed,2250,,1
Amphispiza bilineata,Diplopoda,Directed,2251,,1
Amphispiza bilineata,Araneae,Directed,2252,,1
Amphispiza bilineata,Coleoptera,Directed,2253,,1
Amphispiza bilineata,Diptera,Directed,2254,,1
Amphispiza bilineata,Hemiptera,Directed,2255,,1
Amphispiza bilineata,Hymenoptera,Directed,2256,,1
Amphispiza bilineata,Lepidoptera,Directed,2257,,1
Amphispiza bilineata,Orthoptera,Directed,2258,,1
Amphispiza bilineata,Raphidioptera,Directed,2259,,1
Aphelocoma woodhouseii,Chilopoda,Directed,2260,,1
Aphelocoma woodhouseii,Diplopoda,Directed,2261,,1
Aphelocoma woodhouseii,Araneae,Directed,2262,,1
Aphelocoma woodhouseii,Opiliones,Directed,2263,,1
Aphelocoma woodhouseii,Coleoptera,Directed,2264,,1
Aphelocoma woodhouseii,Dermaptera,Directed,2265,,1
Aphelocoma woodhouseii,Diptera,Directed,2266,,1
Aphelocoma woodhouseii,Hemiptera,Directed,2267,,1
Aphelocoma woodhouseii,Hymenoptera,Directed,2268,,1
Aphelocoma woodhouseii,Lepidoptera,Directed,2269,,1
Aphelocoma woodhouseii,Neuroptera,Directed,2270,,1
Aphelocoma woodhouseii,Orthoptera,Directed,2271,,1
Aquila chrysaetos,Coleoptera,Directed,2272,,1
Archilochus alexandri,Araneae,Directed,2273,,1
Archilochus alexandri,Opiliones,Directed,2274,,1
Archilochus alexandri,Diptera,Directed,2275,,1
Archilochus alexandri,Hemiptera,Directed,2276,,1
Archilochus alexandri,Hymenoptera,Directed,2277,,1
Artemisiospiza nevadensis,Diplopoda,Directed,2278,,1
Artemisiospiza nevadensis,Araneae,Directed,2279,,1
Artemisiospiza nevadensis,Coleoptera,Directed,2280,,1
Artemisiospiza nevadensis,Diptera,Directed,2281,,1
Artemisiospiza nevadensis,Hemiptera,Directed,2282,,1
Artemisiospiza nevadensis,Hymenoptera,Directed,2283,,1
Artemisiospiza nevadensis,Lepidoptera,Directed,2284,,1
Artemisiospiza nevadensis,Orthoptera,Directed,2285,,1
Artemisiospiza nevadensis,Raphidioptera,Directed,2286,,1
Athene cunicularia,Chilopoda,Directed,2287,,1
Athene cunicularia,Araneae,Directed,2288,,1
Athene cunicularia,Scorpiones,Directed,2289,,1
Athene cunicularia,Coleoptera,Directed,2290,,1
Athene cunicularia,Diptera,Directed,2291,,1
Athene cunicularia,Hymenoptera,Directed,2292,,1
Athene cunicularia,Orthoptera,Directed,2293,,1
Auriparus flaviceps,Araneae,Directed,2294,,1
Auriparus flaviceps,Coleoptera,Directed,2295,,1
Auriparus flaviceps,Diptera,Directed,2296,,1
Auriparus flaviceps,Hemiptera,Directed,2297,,1
Auriparus flaviceps,Hymenoptera,Directed,2298,,1
Auriparus flaviceps,Lepidoptera,Directed,2299,,1
Auriparus flaviceps,Orthoptera,Directed,2300,,1
Baeolophus inornatus,Araneae,Directed,2301,,1
Baeolophus inornatus,Coleoptera,Directed,2302,,1
Baeolophus inornatus,Diptera,Directed,2303,,1
Baeolophus inornatus,Hemiptera,Directed,2304,,1
Baeolophus inornatus,Hymenoptera,Directed,2305,,1
Baeolophus inornatus,Lepidoptera,Directed,2306,,1
Baeolophus ridgwayi,Araneae,Directed,2307,,1
Baeolophus ridgwayi,Coleoptera,Directed,2308,,1
Baeolophus ridgwayi,Diptera,Directed,2309,,1
Baeolophus ridgwayi,Hemiptera,Directed,2310,,1
Baeolophus ridgwayi,Hymenoptera,Directed,2311,,1
Baeolophus ridgwayi,Lepidoptera,Directed,2312,,1
Baeolophus ridgwayi,Orthoptera,Directed,2313,,1
Bubo virginianus,Chilopoda,Directed,2314,,1
Bubo virginianus,Scorpiones,Directed,2315,,1
Bubo virginianus,Coleoptera,Directed,2316,,1
Bubo virginianus,Diptera,Directed,2317,,1
Bubo virginianus,Hymenoptera,Directed,2318,,1
Bubo virginianus,Orthoptera,Directed,2319,,1
Buteo jamaicensis,Chilopoda,Directed,2320,,1
Buteo jamaicensis,Araneae,Directed,2321,,1
Buteo jamaicensis,Scorpiones,Directed,2322,,1
Buteo jamaicensis,Coleoptera,Directed,2323,,1
Buteo jamaicensis,Hymenoptera,Directed,2324,,1
Buteo jamaicensis,Orthoptera,Directed,2325,,1
Buteo swainsoni,Coleoptera,Directed,2326,,1
Buteo swainsoni,Orthoptera,Directed,2327,,1
Callipepla californica,Araneae,Directed,2328,,1
Callipepla californica,Coleoptera,Directed,2329,,1
Callipepla californica,Diptera,Directed,2330,,1
Callipepla californica,Hemiptera,Directed,2331,,1
Callipepla californica,Hymenoptera,Directed,2332,,1
Callipepla californica,Lepidoptera,Directed,2333,,1
Callipepla californica,Orthoptera,Directed,2334,,1
Callipepla gambelii,Coleoptera,Directed,2335,,1
Callipepla gambelii,Hemiptera,Directed,2336,,1
Callipepla gambelii,Hymenoptera,Directed,2337,,1
Callipepla gambelii,Lepidoptera,Directed,2338,,1
Callipepla gambelii,Orthoptera,Directed,2339,,1
Calypte anna,Araneae,Directed,2340,,1
Calypte anna,Opiliones,Directed,2341,,1
Calypte anna,Diptera,Directed,2342,,1
Calypte anna,Hemiptera,Directed,2343,,1
Calypte anna,Hymenoptera,Directed,2344,,1
Calypte costae,Araneae,Directed,2345,,1
Calypte costae,Opiliones,Directed,2346,,1
Calypte costae,Diptera,Directed,2347,,1
Calypte costae,Hemiptera,Directed,2348,,1
Calypte costae,Hymenoptera,Directed,2349,,1
Campylorhynchus brunneicapillus,Coleoptera,Directed,2350,,1
Campylorhynchus brunneicapillus,Hemiptera,Directed,2351,,1
Campylorhynchus brunneicapillus,Hymenoptera,Directed,2352,,1
Campylorhynchus brunneicapillus,Lepidoptera,Directed,2353,,1
Campylorhynchus brunneicapillus,Orthoptera,Directed,2354,,1
Cathartes aura,Coleoptera,Directed,2355,,1
Catharus guttatus,Coleoptera,Directed,2356,,1
Catharus guttatus,Diptera,Directed,2357,,1
Catharus guttatus,Hemiptera,Directed,2358,,1
Catharus guttatus,Hymenoptera,Directed,2359,,1
Catharus guttatus,Lepidoptera,Directed,2360,,1
Catharus guttatus,Orthoptera,Directed,2361,,1
Catharus ustulatus,Araneae,Directed,2362,,1
Catharus ustulatus,Blattodea,Directed,2363,,1
Catharus ustulatus,Coleoptera,Directed,2364,,1
Catharus ustulatus,Diptera,Directed,2365,,1
Catharus ustulatus,Hemiptera,Directed,2366,,1
Catharus ustulatus,Hymenoptera,Directed,2367,,1
Catharus ustulatus,Lepidoptera,Directed,2368,,1
Catharus ustulatus,Orthoptera,Directed,2369,,1
Catharus ustulatus,Trichoptera,Directed,2370,,1
Catherpes mexicanus,Araneae,Directed,2371,,1
Catherpes mexicanus,Opiliones,Directed,2372,,1
Catherpes mexicanus,Blattodea,Directed,2373,,1
Catherpes mexicanus,Coleoptera,Directed,2374,,1
Catherpes mexicanus,Dermaptera,Directed,2375,,1
Catherpes mexicanus,Hemiptera,Directed,2376,,1
Catherpes mexicanus,Hymenoptera,Directed,2377,,1
Catherpes mexicanus,Lepidoptera,Directed,2378,,1
Catherpes mexicanus,Mantodea,Directed,2379,,1
Catherpes mexicanus,Neuroptera,Directed,2380,,1
Catherpes mexicanus,Orthoptera,Directed,2381,,1
Certhia americana,Araneae,Directed,2382,,1
Certhia americana,Coleoptera,Directed,2383,,1
Certhia americana,Diptera,Directed,2384,,1
Certhia americana,Hemiptera,Directed,2385,,1
Certhia americana,Hymenoptera,Directed,2386,,1
Chamaea fasciata,Araneae,Directed,2387,,1
Chamaea fasciata,Coleoptera,Directed,2388,,1
Chamaea fasciata,Hemiptera,Directed,2389,,1
Chamaea fasciata,Hymenoptera,Directed,2390,,1
Chamaea fasciata,Lepidoptera,Directed,2391,,1
Charadrius vociferus,Coleoptera,Directed,2392,,1
Charadrius vociferus,Diptera,Directed,2393,,1
Charadrius vociferus,Hymenoptera,Directed,2394,,1
Charadrius vociferus,Odonata,Directed,2395,,1
Charadrius vociferus,Orthoptera,Directed,2396,,1
Chondestes grammacus,Orthoptera,Directed,2397,,1
Chordeiles acutipennis,Blattodea,Directed,2398,,1
Chordeiles acutipennis,Coleoptera,Directed,2399,,1
Chordeiles acutipennis,Diptera,Directed,2400,,1
Chordeiles acutipennis,Hemiptera,Directed,2401,,1
Chordeiles acutipennis,Hymenoptera,Directed,2402,,1
Chordeiles acutipennis,Lepidoptera,Directed,2403,,1
Chordeiles acutipennis,Neuroptera,Directed,2404,,1
Chordeiles acutipennis,Odonata,Directed,2405,,1
Chordeiles acutipennis,Orthoptera,Directed,2406,,1
Chordeiles minor,Blattodea,Directed,2407,,1
Chordeiles minor,Coleoptera,Directed,2408,,1
Chordeiles minor,Diptera,Directed,2409,,1
Chordeiles minor,Hemiptera,Directed,2410,,1
Chordeiles minor,Hymenoptera,Directed,2411,,1
Chordeiles minor,Lepidoptera,Directed,2412,,1
Chordeiles minor,Neuroptera,Directed,2413,,1
Chordeiles minor,Odonata,Directed,2414,,1
Chordeiles minor,Orthoptera,Directed,2415,,1
Cistothorus palustris,Araneae,Directed,2416,,1
Cistothorus palustris,Coleoptera,Directed,2417,,1
Cistothorus palustris,Hemiptera,Directed,2418,,1
Cistothorus palustris,Hymenoptera,Directed,2419,,1
Cistothorus palustris,Lepidoptera,Directed,2420,,1
Colaptes auratus,Araneae,Directed,2421,,1
Colaptes auratus,Coleoptera,Directed,2422,,1
Colaptes auratus,Diptera,Directed,2423,,1
Colaptes auratus,Hemiptera,Directed,2424,,1
Colaptes auratus,Hymenoptera,Directed,2425,,1
Colaptes auratus,Lepidoptera,Directed,2426,,1
Colaptes auratus,Orthoptera,Directed,2427,,1
Colaptes chrysoides,Araneae,Directed,2428,,1
Colaptes chrysoides,Coleoptera,Directed,2429,,1
Colaptes chrysoides,Diptera,Directed,2430,,1
Colaptes chrysoides,Hemiptera,Directed,2431,,1
Colaptes chrysoides,Hymenoptera,Directed,2432,,1
Colaptes chrysoides,Lepidoptera,Directed,2433,,1
