Source,Target,Type,Id,Label,Weight
Urosaurus graciosus,Trichoptera,Directed,946,,1
Urosaurus graciosus,Thysanoptera,Directed,947,,1
Urosaurus graciosus,Scorpiones,Directed,948,,1
Urosaurus graciosus,Solifugae,Directed,949,,1
Crotalus atrox,Peromyscus eremicus,Directed,950,,1
Crotalus atrox,Peromyscus maniculatus,Directed,951,,1
Crotalus atrox,Peromyscus truei,Directed,952,,1
Crotalus atrox,Dipodomys deserti,Directed,953,,1
Crotalus atrox,Dipodomys merriami,Directed,954,,1
Crotalus atrox,Dipodomys microps,Directed,955,,1
Crotalus atrox,Pipilo chlorurus,Directed,956,,1
Crotalus atrox,Pipilo maculatus,Directed,957,,1
Arizona elegans,Dipodomys deserti,Directed,958,,1
Arizona elegans,Dipodomys merriami,Directed,959,,1
Arizona elegans,Dipodomys microps,Directed,960,,1
Arizona elegans,Peromyscus eremicus,Directed,961,,1
Arizona elegans,Peromyscus maniculatus,Directed,962,,1
Arizona elegans,Peromyscus truei,Directed,963,,1
Arizona elegans,Sceloporus magister,Directed,964,,1
Arizona elegans,Sceloporus graciosus,Directed,965,,1
Arizona elegans,Sceloporus occidentalis,Directed,966,,1
Arizona elegans,Sceloporus uniformis,Directed,967,,1
Pituophis catenifer,Chaetodipus formosus,Directed,968,,1
Pituophis catenifer,Chaetodipus penicillatus,Directed,969,,1
Pituophis catenifer,Chaetodipus spinatus,Directed,970,,1
Pituophis catenifer,Dipodomys deserti,Directed,971,,1
Pituophis catenifer,Dipodomys merriami,Directed,972,,1
Pituophis catenifer,Dipodomys microps,Directed,973,,1
Pituophis catenifer,Peromyscus eremicus,Directed,974,,1
Pituophis catenifer,Peromyscus maniculatus,Directed,975,,1
Pituophis catenifer,Peromyscus truei,Directed,976,,1
Pituophis catenifer,Ammospermophilus leucurus,Directed,977,,1
Pituophis catenifer,Sturnella neglecta,Directed,978,,1
Pituophis catenifer,Sceloporus magister,Directed,979,,1
Pituophis catenifer,Sceloporus graciosus,Directed,980,,1
Pituophis catenifer,Sceloporus occidentalis,Directed,981,,1
Pituophis catenifer,Sceloporus uniformis,Directed,982,,1
Lampropeltis californiae,Sceloporus magister,Directed,983,,1
Lampropeltis californiae,Sceloporus graciosus,Directed,984,,1
Lampropeltis californiae,Sceloporus occidentalis,Directed,985,,1
Lampropeltis californiae,Sceloporus uniformis,Directed,986,,1
Lampropeltis californiae,Tamias panamintinus,Directed,987,,1
Lampropeltis californiae,Dipodomys deserti,Directed,988,,1
Lampropeltis californiae,Dipodomys merriami,Directed,989,,1
Lampropeltis californiae,Dipodomys microps,Directed,990,,1
Lampropeltis californiae,Chaetodipus formosus,Directed,991,,1
Lampropeltis californiae,Chaetodipus penicillatus,Directed,992,,1
Lampropeltis californiae,Chaetodipus spinatus,Directed,993,,1
Lampropeltis californiae,Peromyscus eremicus,Directed,994,,1
Lampropeltis californiae,Peromyscus maniculatus,Directed,995,,1
Lampropeltis californiae,Peromyscus truei,Directed,996,,1
Lampropeltis californiae,Toxostoma bendirei,Directed,997,,1
Lampropeltis californiae,Toxostoma redivivum,Directed,998,,1
Lampropeltis californiae,Toxostoma crissale,Directed,999,,1
Lampropeltis californiae,Toxostoma curvirostre,Directed,1000,,1
Lampropeltis californiae,Toxostoma lecontei,Directed,1001,,1
Crotalus scutulatus,Dipodomys deserti,Directed,1002,,1
Crotalus scutulatus,Dipodomys merriami,Directed,1003,,1
Crotalus scutulatus,Dipodomys microps,Directed,1004,,1
Crotalus scutulatus,Peromyscus eremicus,Directed,1005,,1
Crotalus scutulatus,Peromyscus maniculatus,Directed,1006,,1
Crotalus scutulatus,Peromyscus truei,Directed,1007,,1
Crotalus scutulatus,Sceloporus magister,Directed,1008,,1
Crotalus scutulatus,Sceloporus graciosus,Directed,1009,,1
Crotalus scutulatus,Sceloporus occidentalis,Directed,1010,,1
Crotalus scutulatus,Sceloporus uniformis,Directed,1011,,1
Crotalus molossus,Dipodomys deserti,Directed,1012,,1
Crotalus molossus,Dipodomys merriami,Directed,1013,,1
Crotalus molossus,Dipodomys microps,Directed,1014,,1
Crotalus molossus,Peromyscus eremicus,Directed,1015,,1
Crotalus molossus,Peromyscus maniculatus,Directed,1016,,1
Crotalus molossus,Peromyscus truei,Directed,1017,,1
Crotalus stephensi,Toxostoma bendirei,Directed,1018,,1
Crotalus stephensi,Toxostoma redivivum,Directed,1019,,1
Crotalus stephensi,Toxostoma crissale,Directed,1020,,1
Crotalus stephensi,Toxostoma curvirostre,Directed,1021,,1
Crotalus stephensi,Toxostoma lecontei,Directed,1022,,1
Crotalus stephensi,Dipodomys deserti,Directed,1023,,1
Crotalus stephensi,Dipodomys merriami,Directed,1024,,1
Crotalus stephensi,Dipodomys microps,Directed,1025,,1
Crotalus pyrrhus,Dipodomys deserti,Directed,1026,,1
Crotalus pyrrhus,Dipodomys merriami,Directed,1027,,1
Crotalus pyrrhus,Dipodomys microps,Directed,1028,,1
Crotalus pyrrhus,Peromyscus eremicus,Directed,1029,,1
Crotalus pyrrhus,Peromyscus maniculatus,Directed,1030,,1
Crotalus pyrrhus,Peromyscus truei,Directed,1031,,1
Crotalus pyrrhus,Sceloporus magister,Directed,1032,,1
Crotalus pyrrhus,Sceloporus graciosus,Directed,1033,,1
Crotalus pyrrhus,Sceloporus occidentalis,Directed,1034,,1
Crotalus pyrrhus,Sceloporus uniformis,Directed,1035,,1
Crotalus cerastes,Dipodomys deserti,Directed,1036,,1
Crotalus cerastes,Dipodomys merriami,Directed,1037,,1
Crotalus cerastes,Dipodomys microps,Directed,1038,,1
Crotalus cerastes,Chaetodipus formosus,Directed,1039,,1
Crotalus cerastes,Chaetodipus penicillatus,Directed,1040,,1
Crotalus cerastes,Chaetodipus spinatus,Directed,1041,,1
Crotalus cerastes,Sceloporus graciosus,Directed,1042,,1
Crotalus cerastes,Sceloporus occidentalis,Directed,1043,,1
Crotalus cerastes,Sceloporus uniformis,Directed,1044,,1
Crotalus cerastes,Xerospermophilus mohavensis,Directed,1045,,1
Crotalus cerastes,Xerospermophilus tereticaudus,Directed,1046,,1
Crotalus cerastes,Peromyscus eremicus,Directed,1047,,1
Crotalus cerastes,Peromyscus maniculatus,Directed,1048,,1
Crotalus cerastes,Peromyscus truei,Directed,1049,,1
Crotalus cerastes,Phrynosoma platyrhinos,Directed,1050,,1
Heloderma suspectum,Tamias panamintinus,Directed,1051,,1
Heloderma suspectum,Dipodomys deserti,Directed,1052,,1
Heloderma suspectum,Dipodomys microps,Directed,1053,,1
Lichanura orcutti,Peromyscus eremicus,Directed,1054,,1
Lichanura orcutti,Peromyscus maniculatus,Directed,1055,,1
Lichanura orcutti,Peromyscus truei,Directed,1056,,1
Trimorphodon lyrophanes,Phyllorhynchus decurtatus,Directed,1057,,1
Trimorphodon lyrophanes,Sceloporus magister,Directed,1058,,1
Trimorphodon lyrophanes,Sceloporus graciosus,Directed,1059,,1
Trimorphodon lyrophanes,Sceloporus occidentalis,Directed,1060,,1
Trimorphodon lyrophanes,Sceloporus uniformis,Directed,1061,,1
Trimorphodon lyrophanes,Xantusia vigilis,Directed,1062,,1
Trimorphodon lyrophanes,Tadarida brasiliensis,Directed,1063,,1
Trimorphodon lyrophanes,Urosaurus graciosus,Directed,1064,,1
Trimorphodon lyrophanes,Pituophis catenifer,Directed,1065,,1
Trimorphodon lyrophanes,Peromyscus eremicus,Directed,1066,,1
Trimorphodon lyrophanes,Peromyscus maniculatus,Directed,1067,,1
Trimorphodon lyrophanes,Peromyscus truei,Directed,1068,,1
Masticophis taeniatus,Callisaurus draconoides,Directed,1069,,1
Masticophis taeniatus,Cophosaurus texanus,Directed,1070,,1
Masticophis taeniatus,Phrynosoma platyrhinos,Directed,1071,,1
Masticophis taeniatus,Sceloporus magister,Directed,1072,,1
Masticophis taeniatus,Sceloporus graciosus,Directed,1073,,1
Masticophis taeniatus,Sceloporus occidentalis,Directed,1074,,1
Masticophis taeniatus,Sceloporus uniformis,Directed,1075,,1
Masticophis taeniatus,Urosaurus graciosus,Directed,1076,,1
Masticophis lateralis,Sceloporus magister,Directed,1077,,1
Masticophis lateralis,Sceloporus graciosus,Directed,1078,,1
Masticophis lateralis,Sceloporus occidentalis,Directed,1079,,1
Masticophis lateralis,Sceloporus uniformis,Directed,1080,,1
Masticophis flagellum,Sceloporus magister,Directed,1081,,1
Masticophis flagellum,Sceloporus graciosus,Directed,1082,,1
Masticophis flagellum,Sceloporus occidentalis,Directed,1083,,1
Masticophis flagellum,Sceloporus uniformis,Directed,1084,,1
Masticophis flagellum,Peromyscus eremicus,Directed,1085,,1
Masticophis flagellum,Peromyscus maniculatus,Directed,1086,,1
Masticophis flagellum,Peromyscus truei,Directed,1087,,1
Rhinocheilus lecontei,Sceloporus magister,Directed,1088,,1
Rhinocheilus lecontei,Sceloporus graciosus,Directed,1089,,1
Rhinocheilus lecontei,Sceloporus occidentalis,Directed,1090,,1
Rhinocheilus lecontei,Sceloporus uniformis,Directed,1091,,1
Rhinocheilus lecontei,Dipodomys deserti,Directed,1092,,1
Rhinocheilus lecontei,Dipodomys merriami,Directed,1093,,1
Rhinocheilus lecontei,Dipodomys microps,Directed,1094,,1
Rhinocheilus lecontei,Chionactis annulata,Directed,1095,,1
Rhinocheilus lecontei,Peromyscus eremicus,Directed,1096,,1
Rhinocheilus lecontei,Peromyscus maniculatus,Directed,1097,,1
Rhinocheilus lecontei,Peromyscus truei,Directed,1098,,1
Salvadora hexalepis,Coleonyx variegatus,Directed,1099,,1
Salvadora hexalepis,Dipodomys deserti,Directed,1100,,1
Salvadora hexalepis,Dipodomys merriami,Directed,1101,,1
Salvadora hexalepis,Dipodomys microps,Directed,1102,,1
Salvadora hexalepis,Callisaurus draconoides,Directed,1103,,1
Crotalus atrox,Lepus californicus,Directed,1104,,1
Crotalus atrox,Sylvilagus audubonii,Directed,1105,,1
Crotalus atrox,Thomomys bottae,Directed,1106,,1
Crotalus atrox,Ammospermophilus leucurus,Directed,1107,,1
Crotalus atrox,Tamias panamintinus,Directed,1108,,1
Crotalus atrox,Otospermophilus variegatus,Directed,1109,,1
Crotalus atrox,Xerospermophilus mohavensis,Directed,1110,,1
Crotalus atrox,Xerospermophilus tereticaudus,Directed,1111,,1
Crotalus atrox,Haemorhous cassinii,Directed,1112,,1
Crotalus atrox,Haemorhous mexicanus,Directed,1113,,1
Crotalus atrox,Spinus lawrencei,Directed,1114,,1
Crotalus atrox,Spinus psaltria,Directed,1115,,1
Crotalus atrox,Spinus pinus,Directed,1116,,1
Crotalus atrox,Loxia curvirostra,Directed,1117,,1
Crotalus atrox,Alectoris chukar,Directed,1118,,1
Crotalus atrox,Meleagris gallopavo,Directed,1119,,1
Arizona elegans,Cophosaurus texanus,Directed,1120,,1
Arizona elegans,Urosaurus graciosus,Directed,1121,,1
Arizona elegans,Phrynosoma platyrhinos,Directed,1122,,1
Arizona elegans,Uma scoparia,Directed,1123,,1
Arizona elegans,Xantusia vigilis,Directed,1124,,1
Pituophis catenifer,Tamias panamintinus,Directed,1125,,1
Pituophis catenifer,Otospermophilus variegatus,Directed,1126,,1
Pituophis catenifer,Xerospermophilus mohavensis,Directed,1127,,1
Pituophis catenifer,Xerospermophilus tereticaudus,Directed,1128,,1
Lampropeltis californiae,Ammospermophilus leucurus,Directed,1129,,1
Lampropeltis californiae,Otospermophilus variegatus,Directed,1130,,1
Lampropeltis californiae,Xerospermophilus mohavensis,Directed,1131,,1
Lampropeltis californiae,Xerospermophilus tereticaudus,Directed,1132,,1
Crotalus scutulatus,Ammospermophilus leucurus,Directed,1133,,1
Crotalus scutulatus,Tamias panamintinus,Directed,1134,,1
Crotalus scutulatus,Otospermophilus variegatus,Directed,1135,,1
Crotalus scutulatus,Xerospermophilus mohavensis,Directed,1136,,1
Crotalus scutulatus,Xerospermophilus tereticaudus,Directed,1137,,1
Crotalus pyrrhus,Ammospermophilus leucurus,Directed,1138,,1
Crotalus pyrrhus,Tamias panamintinus,Directed,1139,,1
Crotalus pyrrhus,Otospermophilus variegatus,Directed,1140,,1
Crotalus pyrrhus,Xerospermophilus mohavensis,Directed,1141,,1
Crotalus pyrrhus,Xerospermophilus tereticaudus,Directed,1142,,1
Crotalus cerastes,Ammospermophilus leucurus,Directed,1143,,1
Crotalus cerastes,Tamias panamintinus,Directed,1144,,1
Crotalus cerastes,Otospermophilus variegatus,Directed,1145,,1
Heloderma suspectum,Otospermophilus variegatus,Directed,1146,,1
Heloderma suspectum,Xerospermophilus mohavensis,Directed,1147,,1
Heloderma suspectum,Xerospermophilus tereticaudus,Directed,1148,,1
Masticophis lateralis,Thryomanes bewickii,Directed,1149,,1
Masticophis lateralis,Campylorhynchus brunneicapillus,Directed,1150,,1
Masticophis lateralis,Catherpes mexicanus,Directed,1151,,1
Masticophis lateralis,Troglodytes aedon,Directed,1152,,1
Masticophis lateralis,Cistothorus palustris,Directed,1153,,1
Masticophis lateralis,Salpinctes obsoletus,Directed,1154,,1
Masticophis flagellum,Ammospermophilus leucurus,Directed,1155,,1
Masticophis flagellum,Tamias panamintinus,Directed,1156,,1
Masticophis flagellum,Otospermophilus variegatus,Directed,1157,,1
Masticophis flagellum,Xerospermophilus mohavensis,Directed,1158,,1
Masticophis flagellum,Xerospermophilus tereticaudus,Directed,1159,,1
Pituophis catenifer,Lepus californicus,Directed,1160,,1
Pituophis catenifer,Sylvilagus audubonii,Directed,1161,,1
Lampropeltis californiae,Lepus californicus,Directed,1162,,1
Lampropeltis californiae,Sylvilagus audubonii,Directed,1163,,1
Crotalus scutulatus,Lepus californicus,Directed,1164,,1
Crotalus scutulatus,Sylvilagus audubonii,Directed,1165,,1
Crotalus molossus,Lepus californicus,Directed,1166,,1
Crotalus molossus,Sylvilagus audubonii,Directed,1167,,1
Heloderma suspectum,Lepus californicus,Directed,1168,,1
Masticophis flagellum,Dryobates pubescens,Directed,1169,,1
Masticophis flagellum,Melanerpes uropygialis,Directed,1170,,1
Masticophis flagellum,Colaptes chrysoides,Directed,1171,,1
Masticophis flagellum,Dryobates scalaris,Directed,1172,,1
Masticophis flagellum,Colaptes auratus,Directed,1173,,1
Masticophis flagellum,Sphyrapicus nuchalis,Directed,1174,,1
Masticophis flagellum,Antrozous pallidus,Directed,1175,,1
Masticophis flagellum,Corynorhinus townsendii,Directed,1176,,1
Masticophis flagellum,Euderma maculatum,Directed,1177,,1
Masticophis flagellum,Lasionycteris noctivagans,Directed,1178,,1
Masticophis flagellum,Aeorestes cinereus,Directed,1179,,1
Masticophis flagellum,Macrotus californicus,Directed,1180,,1
Masticophis flagellum,Myotis californicus,Directed,1181,,1
Masticophis flagellum,Myotis ciliolabrum,Directed,1182,,1
Masticophis flagellum,Parastrellus hesperus,Directed,1183,,1
Masticophis flagellum,Tadarida brasiliensis,Directed,1184,,1
Masticophis flagellum,Lepus californicus,Directed,1185,,1
Masticophis flagellum,Sylvilagus audubonii,Directed,1186,,1
Accipiter cooperii,Chordeiles minor,Directed,1187,,1
Accipiter cooperii,Charadrius vociferus,Directed,1188,,1
Accipiter cooperii,Columba livia,Directed,1189,,1
Accipiter cooperii,Columbina inca,Directed,1190,,1
Accipiter cooperii,Zenaida asiatica,Directed,1191,,1
Accipiter cooperii,Zenaida macroura,Directed,1192,,1
Accipiter cooperii,Geococcyx californianus,Directed,1193,,1
Accipiter cooperii,Falco sparverius,Directed,1194,,1
Accipiter cooperii,Callipepla californica,Directed,1195,,1
Accipiter cooperii,Callipepla gambelii,Directed,1196,,1
Accipiter cooperii,Meleagris gallopavo,Directed,1197,,1
Accipiter cooperii,Eremophila alpestris,Directed,1198,,1
Accipiter cooperii,Pheucticus melanocephalus,Directed,1199,,1
Accipiter cooperii,Piranga ludoviciana,Directed,1200,,1
Accipiter cooperii,Piranga rubra,Directed,1201,,1
Accipiter cooperii,Certhia americana,Directed,1202,,1
Accipiter cooperii,Corvus brachyrhynchos,Directed,1203,,1
Accipiter cooperii,Cyanocitta stelleri,Directed,1204,,1
Accipiter cooperii,Amphispiza bilineata,Directed,1205,,1
Accipiter cooperii,Chondestes grammacus,Directed,1206,,1
Accipiter cooperii,Junco hyemalis,Directed,1207,,1
Accipiter cooperii,Melospiza melodia,Directed,1208,,1
Accipiter cooperii,Passerella iliaca,Directed,1209,,1
Accipiter cooperii,Pipilo maculatus,Directed,1210,,1
Accipiter cooperii,Pooecetes gramineus,Directed,1211,,1
Accipiter cooperii,Zonotrichia leucophrys,Directed,1212,,1
Accipiter cooperii,Haemorhous mexicanus,Directed,1213,,1
Accipiter cooperii,Spinus pinus,Directed,1214,,1
Accipiter cooperii,Agelaius phoeniceus,Directed,1215,,1
Accipiter cooperii,Euphagus cyanocephalus,Directed,1216,,1
Accipiter cooperii,Molothrus ater,Directed,1217,,1
Accipiter cooperii,Quiscalus mexicanus,Directed,1218,,1
Accipiter cooperii,Sturnella neglecta,Directed,1219,,1
Accipiter cooperii,Setophaga nigrescens,Directed,1220,,1
Accipiter cooperii,Setophaga petechia,Directed,1221,,1
Accipiter cooperii,Passer domesticus,Directed,1222,,1
Accipiter cooperii,Sitta carolinensis,Directed,1223,,1
Accipiter cooperii,Sturnus vulgaris,Directed,1224,,1
Accipiter cooperii,Catharus guttatus,Directed,1225,,1
Accipiter cooperii,Catharus ustulatus,Directed,1226,,1
Accipiter cooperii,Sialia mexicana,Directed,1227,,1
Accipiter cooperii,Turdus migratorius,Directed,1228,,1
Accipiter cooperii,Contopus cooperi,Directed,1229,,1
Accipiter cooperii,Contopus sordidulus,Directed,1230,,1
Accipiter cooperii,Myiarchus cinerascens,Directed,1231,,1
Accipiter cooperii,Pyrocephalus rubinus,Directed,1232,,1
Accipiter cooperii,Tyrannus verticalis,Directed,1233,,1
Accipiter cooperii,Vireo bellii,Directed,1234,,1
Accipiter cooperii,Colaptes auratus,Directed,1235,,1
Accipiter cooperii,Melanerpes uropygialis,Directed,1236,,1
Accipiter cooperii,Dryobates pubescens,Directed,1237,,1
Accipiter cooperii,Dryobates scalaris,Directed,1238,,1
Accipiter cooperii,Megascops kennicottii,Directed,1239,,1
Accipiter cooperii,Lepus californicus,Directed,1240,,1
Accipiter cooperii,Peromyscus maniculatus,Directed,1241,,1
Accipiter cooperii,Pituophis catenifer,Directed,1242,,1
Accipiter cooperii,Crotaphytus collaris,Directed,1243,,1
Accipiter cooperii,Sceloporus magister,Directed,1244,,1
Accipiter cooperii,Sceloporus occidentalis,Directed,1245,,1
Accipiter gentilis,Accipiter cooperii,Directed,1246,,1
Accipiter gentilis,Accipiter gentilis,Directed,1247,,1
Accipiter gentilis,Columba livia,Directed,1248,,1
Accipiter gentilis,Zenaida macroura,Directed,1249,,1
Accipiter gentilis,Oreortyx pictus,Directed,1250,,1
Accipiter gentilis,Meleagris gallopavo,Directed,1251,,1
Accipiter gentilis,Pheucticus melanocephalus,Directed,1252,,1
Accipiter gentilis,Piranga ludoviciana,Directed,1253,,1
Accipiter gentilis,Corvus brachyrhynchos,Directed,1254,,1
Accipiter gentilis,Cyanocitta stelleri,Directed,1255,,1
Accipiter gentilis,Nucifraga columbiana,Directed,1256,,1
Accipiter gentilis,Junco hyemalis,Directed,1257,,1
Accipiter gentilis,Melospiza melodia,Directed,1258,,1
Accipiter gentilis,Sturnella neglecta,Directed,1259,,1
Accipiter gentilis,Passer domesticus,Directed,1260,,1
Accipiter gentilis,Sturnus vulgaris,Directed,1261,,1
Accipiter gentilis,Turdus migratorius,Directed,1262,,1
Accipiter gentilis,Colaptes auratus,Directed,1263,,1
Accipiter gentilis,Bubo virginianus,Directed,1264,,1
Accipiter gentilis,Megascops kennicottii,Directed,1265,,1
Accipiter striatus,Selasphorus platycercus,Directed,1266,,1
Accipiter striatus,Psaltriparus minimus,Directed,1267,,1
Accipiter striatus,Piranga ludoviciana,Directed,1268,,1
Accipiter striatus,Certhia americana,Directed,1269,,1
Accipiter striatus,Cyanocitta stelleri,Directed,1270,,1
Accipiter striatus,Junco hyemalis,Directed,1271,,1
Accipiter striatus,Melospiza melodia,Directed,1272,,1
Accipiter striatus,Pipilo chlorurus,Directed,1273,,1
Accipiter striatus,Pooecetes gramineus,Directed,1274,,1
Accipiter striatus,Spizella passerina,Directed,1275,,1
Accipiter striatus,Zonotrichia leucophrys,Directed,1276,,1
Accipiter striatus,Haemorhous cassinii,Directed,1277,,1
Accipiter striatus,Haemorhous mexicanus,Directed,1278,,1
Accipiter striatus,Spinus pinus,Directed,1279,,1
Accipiter striatus,Tachycineta thalassina,Directed,1280,,1
Accipiter striatus,Agelaius phoeniceus,Directed,1281,,1
Accipiter striatus,Molothrus ater,Directed,1282,,1
Accipiter striatus,Poecile gambeli,Directed,1283,,1
Accipiter striatus,Geothlypis tolmiei,Directed,1284,,1
Accipiter striatus,Vermivora celata,Directed,1285,,1
Accipiter striatus,Setophaga nigrescens,Directed,1286,,1
Accipiter striatus,Setophaga petechia,Directed,1287,,1
Accipiter striatus,Regulus calendula,Directed,1288,,1
Accipiter striatus,Regulus satrapa,Directed,1289,,1
Accipiter striatus,Salpinctes obsoletus,Directed,1290,,1
Accipiter striatus,Thryomanes bewickii,Directed,1291,,1
Accipiter striatus,Troglodytes aedon,Directed,1292,,1
Accipiter striatus,Catharus guttatus,Directed,1293,,1
Accipiter striatus,Catharus ustulatus,Directed,1294,,1
Accipiter striatus,Myadestes townsendi,Directed,1295,,1
Accipiter striatus,Sialia currucoides,Directed,1296,,1
Accipiter striatus,Sialia mexicana,Directed,1297,,1
Accipiter striatus,Turdus migratorius,Directed,1298,,1
Accipiter striatus,Contopus cooperi,Directed,1299,,1
Accipiter striatus,Contopus sordidulus,Directed,1300,,1
Accipiter striatus,Empidonax difficilis,Directed,1301,,1
Accipiter striatus,Empidonax oberholseri,Directed,1302,,1
Accipiter striatus,Tyrannus verticalis,Directed,1303,,1
Accipiter striatus,Vireo gilvus,Directed,1304,,1
Accipiter striatus,Colaptes auratus,Directed,1305,,1
Accipiter striatus,Dryobates pubescens,Directed,1306,,1
Accipiter striatus,Sphyrapicus nuchalis,Directed,1307,,1
Accipiter striatus,Peromyscus maniculatus,Directed,1308,,1
Accipiter striatus,Sceloporus occidentalis,Directed,1309,,1
Aquila chrysaetos,Accipiter cooperii,Directed,1310,,1
Aquila chrysaetos,Buteo jamaicensis,Directed,1311,,1
Aquila chrysaetos,Buteo swainsoni,Directed,1312,,1
Aquila chrysaetos,Cathartes aura,Directed,1313,,1
Aquila chrysaetos,Chordeiles minor,Directed,1314,,1
Aquila chrysaetos,Columba livia,Directed,1315,,1
Aquila chrysaetos,Zenaida macroura,Directed,1316,,1
Aquila chrysaetos,Geococcyx californianus,Directed,1317,,1
Aquila chrysaetos,Falco mexicanus,Directed,1318,,1
Aquila chrysaetos,Falco peregrinus,Directed,1319,,1
Aquila chrysaetos,Falco sparverius,Directed,1320,,1
Aquila chrysaetos,Callipepla californica,Directed,1321,,1
Aquila chrysaetos,Callipepla gambelii,Directed,1322,,1
Aquila chrysaetos,Alectoris chukar,Directed,1323,,1
Aquila chrysaetos,Eremophila alpestris,Directed,1324,,1
Aquila chrysaetos,Corvus brachyrhynchos,Directed,1325,,1
Aquila chrysaetos,Corvus corax,Directed,1326,,1
Aquila chrysaetos,Cyanocitta stelleri,Directed,1327,,1
Aquila chrysaetos,Chondestes grammacus,Directed,1328,,1
Aquila chrysaetos,Zonotrichia leucophrys,Directed,1329,,1
Aquila chrysaetos,Euphagus cyanocephalus,Directed,1330,,1
Aquila chrysaetos,Molothrus ater,Directed,1331,,1
Aquila chrysaetos,Sturnella neglecta,Directed,1332,,1
Aquila chrysaetos,Lanius ludovicianus,Directed,1333,,1
Aquila chrysaetos,Myadestes townsendi,Directed,1334,,1
Aquila chrysaetos,Sialia currucoides,Directed,1335,,1
Aquila chrysaetos,Turdus migratorius,Directed,1336,,1
Aquila chrysaetos,Colaptes auratus,Directed,1337,,1
Aquila chrysaetos,Bubo virginianus,Directed,1338,,1
Aquila chrysaetos,Antilocapra americana,Directed,1339,,1
Aquila chrysaetos,Odocoileus hemionus,Directed,1340,,1
Aquila chrysaetos,Canis latrans,Directed,1341,,1
Aquila chrysaetos,Vulpes macrotis,Directed,1342,,1
Aquila chrysaetos,Mephitis mephitis,Directed,1343,,1
Aquila chrysaetos,Spilogale gracilis,Directed,1344,,1
Aquila chrysaetos,Taxidea taxus,Directed,1345,,1
Aquila chrysaetos,Bassariscus astutus,Directed,1346,,1
Aquila chrysaetos,Lepus californicus,Directed,1347,,1
Aquila chrysaetos,Sylvilagus audubonii,Directed,1348,,1
Aquila chrysaetos,Equus caballus,Directed,1349,,1
Aquila chrysaetos,Neotoma lepida,Directed,1350,,1
Aquila chrysaetos,Peromyscus maniculatus,Directed,1351,,1
Aquila chrysaetos,Thomomys bottae,Directed,1352,,1
Aquila chrysaetos,Chaetodipus formosus,Directed,1353,,1
Aquila chrysaetos,Ammospermophilus leucurus,Directed,1354,,1
Aquila chrysaetos,Otospermophilus variegatus,Directed,1355,,1
Aquila chrysaetos,Masticophis taeniatus,Directed,1356,,1
Aquila chrysaetos,Pituophis catenifer,Directed,1357,,1
Aquila chrysaetos,Aspidoscelis tigris,Directed,1358,,1
Athene cunicularia,Phalaenoptilus nuttallii,Directed,1359,,1
Athene cunicularia,Eremophila alpestris,Directed,1360,,1
Athene cunicularia,Passer domesticus,Directed,1361,,1
Athene cunicularia,Athene cunicularia,Directed,1362,,1
Athene cunicularia,Peromyscus maniculatus,Directed,1363,,1
Athene cunicularia,Thomomys bottae,Directed,1364,,1
Athene cunicularia,Chaetodipus formosus,Directed,1365,,1
Athene cunicularia,Uta stansburiana,Directed,1366,,1
Bubo virginianus,Charadrius vociferus,Directed,1367,,1
Bubo virginianus,Columba livia,Directed,1368,,1
Bubo virginianus,Zenaida macroura,Directed,1369,,1
Bubo virginianus,Falco sparverius,Directed,1370,,1
Bubo virginianus,Callipepla californica,Directed,1371,,1
Bubo virginianus,Eremophila alpestris,Directed,1372,,1
Bubo virginianus,Corvus brachyrhynchos,Directed,1373,,1
Bubo virginianus,Junco hyemalis,Directed,1374,,1
Bubo virginianus,Melospiza melodia,Directed,1375,,1
Bubo virginianus,Pipilo maculatus,Directed,1376,,1
Bubo virginianus,Haemorhous mexicanus,Directed,1377,,1
Bubo virginianus,Agelaius phoeniceus,Directed,1378,,1
Bubo virginianus,Euphagus cyanocephalus,Directed,1379,,1
Bubo virginianus,Icterus bullockii,Directed,1380,,1
Bubo virginianus,Sturnella neglecta,Directed,1381,,1
Bubo virginianus,Sturnus vulgaris,Directed,1382,,1
Bubo virginianus,Sialia mexicana,Directed,1383,,1
Bubo virginianus,Turdus migratorius,Directed,1384,,1
Bubo virginianus,Colaptes auratus,Directed,1385,,1
Bubo virginianus,Bubo virginianus,Directed,1386,,1
Bubo virginianus,Spilogale gracilis,Directed,1387,,1
Bubo virginianus,Tadarida brasiliensis,Directed,1388,,1
Bubo virginianus,Antrozous pallidus,Directed,1389,,1
Bubo virginianus,Lepus californicus,Directed,1390,,1
Bubo virginianus,Sylvilagus audubonii,Directed,1391,,1
Bubo virginianus,Neotoma lepida,Directed,1392,,1
Bubo virginianus,Peromyscus maniculatus,Directed,1393,,1
Bubo virginianus,Thomomys bottae,Directed,1394,,1
Bubo virginianus,Dipodomys microps,Directed,1395,,1
Bubo virginianus,Masticophis lateralis,Directed,1396,,1
Bubo virginianus,Pituophis catenifer,Directed,1397,,1
Bubo virginianus,Sceloporus occidentalis,Directed,1398,,1
Buteo jamaicensis,Phalaenoptilus nuttallii,Directed,1399,,1
Buteo jamaicensis,Columba livia,Directed,1400,,1
Buteo jamaicensis,Patagioenas fasciata,Directed,1401,,1
Buteo jamaicensis,Zenaida macroura,Directed,1402,,1
Buteo jamaicensis,Callipepla gambelii,Directed,1403,,1
